Covidence,Study_ID,Title,Author,Year,Product,Kind_of_paper,Journal_Conference,Grouping,Disc_STEM,Disc_Sci,Disc_Tech,Disc_Eng,Disc_Math,Disc_CS,Disc_EngDisc,Disc_Other,Disc_Othertext,Students_UGCC,Students_UG1st,Students_UG2plus,Students_Grad,Targets_Women,Targets_Hispanic,Targets_Black,Targets_URM,Targets_LowIncome,Targets_TransferStudents,Targets_Firstgen,Targets_HawaiianPacIs,Targets_Asian,Targets_AmIndian,Targets_disabilities,Targets_Veterans,Programs_recruit,Programs_course,Programs_advising,Programs_career,Programs_cohort,Programs_acadsupport,Programs_mentorpeer,Programs_mentorfaculty,Programs_mentoralumni,Programs_mentorindustry,Programs_fieldtrip,Programs_meetings,Programs_research,Programs_intern,Programs_studyabroad,Programs_activities,Programs_retreat,Programs_workshop,Programs_service,Programs_peer,Programs_community,Programs_focusgroups,Programs_profdev,Programs_seminar,Programs_tutoring,Programs_summerbridge,Success_transfer,Success_retention,Success_graduation,Success_timetodegree,Success_affect,Success_placement,Success_access,Success_participation,Success_other,Success_undefined,LInc_pell,LInc_cost,LInc_undef,LInc_O_finNeed,About_partners,Inter_highered,Inter_K12,Inter_industry,Inter_other,Intra_college,Intra_admissions,Intra_finaid,Intra_acadsupport,Intra_studentlife,Intra_career,Intra_other,Intra_othertext,Intra_none,Research_design,RQ_list,RQ_subject,Methods_list,Counting,Survey,Student.Reflections,Student.Interview,Faculty.Staff.Interview,Focus.Group,Other,framework,fw_belonging,fw_change,fw_identity,fw_learning,fw_motivation,fw_program,fw_socialcog,fw_studentinvolvement,fw_system,fw_none,Implications_list
11979,Evans 2022,"S-STEM Summer, Sophomore Bridge: Successes of Two Cohorts and Experiences of our Year 5 Cohort",Evans,2022,Conference paper/proceeding,Other,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,No,0,0,0,1,1,0,0,1,0,0,0,NA,0,,,NA,Other:,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The Year 5 program operated in a hybrid format in Summer 2021 and was back to a typical cohort size of seventeen students, compared to eleven students in the remote Summer 2020 program. COVID-19 had an impact on student progress, which impacted the program graduation rates."
11981,Evans 2021,Successes and Lessons in Year 4 of an S-STEM Summer Sophomore Bridge during the COVID-19 Pandemic,Evans,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,No,0,0,1,0,0,0,0,1,0,0,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"While it was expected that students would miss out on the plant tour aspect of industry visits, a surprising observation was that the PI noticed the drive to and 
from each site had been an opportunity to get to know the students and discuss what they had 
learned"
11983,Evans 2020,Year 3 of an S-STEM summer scholarship for a sophomore bridge program,Evans,2020,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,No,0,0,0,1,1,0,0,1,0,0,0,NA,0,Longitudinal only focused on program,"a) To what extent do student STEM-related attitudes and motivations become richer, more psycho-diverse, and more positive as a result of the Summer Bridge experience? 
b) What is the linkage between motivational diversity and persistence and success in STEM?",Student Support - Motivation & Persistence,Multi-mixed,0,1,1,1,0,0,workshops,Tinto's Model of Student Departure and Apter's Reversal Theory,0,0,0,0,1,0,0,1,0,0,"Engineering Fast-Forward Scholarship program at Louisiana Tech University continues to provide a multi-faceted set of academic and professional development experiences for low-income, academically talented engineering students. Why some cohorts have had more positive outcomes than others."
11985,Stwalley 2021,Using Board Spectrum Technological Projects to Introduce Diverse Student Populations to Biological & Agricultural Engineering,Stwalley,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,1,1,Biological & Agricultural Engineering,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,No,0,0,0,1,1,1,1,1,0,0,0,NA,0,Cross-sectional only focused on program," Are future graduates of the Rising Scholars Program more likely to thrive 
in all areas of well-being due to their collegiate experiences?",NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The Rising Scholars Program was created to investigate alternative admission criteria that could be used to identify low-SES applicants who could excel in higher education, despite having unfavorable standardized testing metrics currently used in the generalized admissions process."
11987,Evans 2019,Year 2 of an S-stem summer scholarship for a sophomore bridge program,Evans,2019,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,1,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,No,0,0,0,1,1,0,0,1,0,0,0,NA,0,,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Student feedback after year 1 provided effective criteria for selecting and arranging industry visits
11989,Stwalley 2021,Value of Experiential Experiences for Diverse Student Populations within Engineering Disciplines,Stwalley,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,1,1,0,1,0,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The RS developers decided to use the best 
practice programs already existing within the universityâ€™s catalog of experiential activities to provide experiential programs, which were deemed to provide the best leverage for the students 
transitioning into entry-level positions. 
The Rising Scholars Program was designed to utilize an alternative admission criterion that could identify low-SES applicants who could excel in higher education. "
11991,VanDerGheynst 2018,"Professional development activities that improve the persistence of low-income, academically talented underrepresented graduate students in engineering",VanDerGheynst,2018,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,No,0,0,0,0,1,0,0,0,1,1,0,NA,0,Comparative (matched sample w non-participants),"1. A change in the participants’ self-efficacy related to persistence in graduate school including their research and social self-efficacy;
2. A difference in participants’ perception of barriers to graduate school and careers, and
3. A change in participants’ coping skills related to barriers to graduate school and careers.",Student Comparison - Motivation & BArriers,Quantitative,0,1,1,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,"Overall, these results from the 2016-17 cohort suggest the activities established with the PEGS21 
program help to positively address challenges faced by low-income, academically-talented first-
generation graduate students in engineering."
11993,Rodriguez 2022,The Hostos Engineering Academic Talent (HEAT) Scholarship Program: An Educational Model to Enhance Socio-Economic Mobility for Community College Students,Rodriguez,2022,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,No,3,0,0,0,1,1,0,1,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Improving and diversifying the STEM workforce in the United States is a priority where community collegesâ€™ engagement is essential due to the high number of underrepresented minority students that embark on their higher education.
 The findings presented here indicates that the combined faculty- and peer-mentoring 
model together with a strong extracurricular network support could contribute to this effort."
11994,Zhu 2021,Outcomes of the S-STEM Scholarship Program in Our Institution in the Past Three Years,Zhu,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,1,1,Mechanical Engineering,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,No,1,0,0,0,1,1,0,1,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Academic records demonstrate that all the proposed benchmarks have been exceeded, especially in the retention rate, diversity of student population, research 
experience/internship participation, and the percentage of our scholars enrolled in graduate school 
after their graduation.
he results suggested that 
faculty and peer mentoring, proactive research-related activities, engagement in internship, and 
interaction with faculty and their peers might contribute positively to the success of the scholars 
in our program. "
11997,Wong 2021,Preparing Future Engineers Through Project Based Learning,Wong,2021,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,1,1,0,0,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,No,0,0,1,0,0,0,0,0,0,1,0,NA,0,Descriptive,Examine the role of project-based learning on student retention in the technical fields,Student Learning - PBL,Multi-mixed,0,1,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,"As one component of a larger mentoring program, we have found that project-based learning can 
increase student enthusiasm for their major disciplines, improve student confidence and sense of belonging, and provide motivation to persist in the STEM majors."
12000,Schwarting 2021,WIP: Support to Success: How Institutional Resources Foster Increased Academic Outcomes for Marginalized Students in Electrical and Computer Engineering Departments,Schwarting,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,1,1,Electrical and Computer Engineering,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Yes,0,0,0,0,1,0,0,1,1,0,0,NA,0,Longitudinal only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Due to the growth in industry positions and the success of future higher education institutions and organizations, it is timely to continue investing in women and in students of color in STEM fields, specifically in disciplines like electrical and computer engineering that lag behind.
Opportunities remain for the continued diversification of STEM fields. By investing in 
students at the individual and departmental level, a supportive environment can foster academic 
success for underrepresented students."
12004,Maher 2022,Understanding Undergraduate Engineering Students' Pandemic Experiences,Maher,2022,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,1,1,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,0,1,0,0,1,0,0,0,NA,0,Cross-sectional only focused on program,"What were KCURE Fellows lived pandemic experiences during fall 2020 and spring 2021, the first two operational semesters of the KCURE program?",Transfer Students - Student Experience - Pandemic,Qualitative,0,0,0,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,"Advisors and other front-line transfer experts at each institution have 
experienced turnover; working relationships must be re-established as part of our effort to identify and remove barriers to transfer for engineering students"
12020,Kennedy 2022,Work In Progress: Initiating a graduate teaching fellow program to support undergraduates transferring into engineering and computing programs,Kennedy,2022,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,No,2,0,0,0,1,1,1,0,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"To foster the sense of cohort at the technical/community colleges not observed by the initial 
fellow, the program leadership focused on outlining a professional development of activities for scholarship recipients on those sites."
12022,Conner 2022,Work-in-Progress: Addressing Recruitment Issues with Potential Transfer Students from State Technical Colleges,Conner,2022,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,1,1,1,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,No,1,0,0,0,0,0,1,0,1,1,0,NA,0,Comparative (matched sample w non-participants),we present emergent recruitment issues encountered during an ongoing design-based project with participants from two-year colleges for an NSF-funded scholarship program,Transfer Students - Student Recruitment,Qualitative,0,0,0,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,"
As of yet, there have not been statistically significant results from recent and upcoming changes in the recruitment process past our work at ASEE 2021 identifying this emergent need [1]; however, there have been several interventions through which SPECTRA hopes to achieve higher numbers of student participants. "
12027,Shen 2022,Work in Progress: Facilitating a year-long research course sequence for undergraduate transfer students within a NSF S-STEM scholarship program,Shen,2022,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,1,0,1,0,0,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,Yes,2,0,0,0,0,1,0,1,0,0,0,NA,0,Longitudinal only focused on program,None,Student Learning - Research,Multi-mixed,0,1,0,0,0,0,,None,0,0,0,0,0,0,0,0,0,1,"During Spring 2022, the cohort grew for computer engineering and computer science majors. Most enrolled scholars had junior or senior standing. It offered insight into the considerations and
challenges experienced by the two fellows in designing courses. In addition, we describe our evaluation 
instruments and analysis plan.
"
12035,Gattis 2019,"Work in progress: A path to graduation: Helping first-year low income, rural stem students succeed",Gattis,2019,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,1,0,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,No,0,1,1,0,1,1,1,1,1,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,The Path to Graduation program is designed to increase the number of STEM graduates by recruiting students from populations that have traditionally been overlooked - rural students with mid-range ACT/SAT scores.
12037,Hartenstine 2020,Preparing students for careers in computer science and math-a report on a current S-STEM project,Hartenstine,2020,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,0,1,1,0,0,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,No,0,0,0,0,1,0,0,1,0,1,0,NA,0,Comparative (matched sample w non-participants),"1) How and to what extent do the program features contribute to the development of self-efficacy, CS/M identity, and sense of belonging? and 2) How does early exposure to computer science through coursework and career awareness affect the experience of CS/M Scholars?",Student Support - Motivation/Identity/Belonging,Multi-mixed,0,1,0,1,0,1,,"Self efficacy, Identity, sense of belonging",1,0,1,0,1,0,0,0,0,0,if the trends in student SEIB observed up to this point continue
12041,Chatterjee 2022,S-STEM: Creating Retention and Engagement for Academically Talented Engineers - successes and challenges,Chatterjee,2022,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,1,1,1,1,0,0,NA,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,Yes,1,0,0,0,1,1,1,1,0,1,0,NA,0,Cross-sectional only focused on program,"(1) How strongly is the implementation of evidence-based programs and activities linked to academic success (based on GPA), increased graduation rate, and change in self-efficacy and engineering identity? 
(2) Which specific activities and programs lead to academic success, increased graduation rate, and change in self-efficacy and engineering identity? 
(3) How do the qualitative focus group interviews addressing Question 2 contribute to a comprehensive understanding of the quantitative data obtained from Institutional Analysis and pre- and post-semester surveys addressing Question 1?",Student Support - Persistance,Multi-mixed,0,1,0,1,0,1,,none,0,0,0,0,0,0,0,0,0,1,These combined findings and experiences of our scholars add to the literature surrounding best practices for student support models while demonstrating the transferability of previous results across contexts.
12044,delaRosa-Pohl 2021,The Endeavour S-STEM Program: A Multi-College Collaboration to Increase Engagement and Retention in STEM,DelaRosa-Pohl,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,Yes,1,0,0,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Each cohort will be impacted differently by the COVID-19 pandemic.
12066,Lunardi 2018,Promoting academic and career success for raleigh future scholars at NC state university,Lunardi,2018,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,No,0,0,0,1,0,1,1,0,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Graduating students have reported a sense of confidence and career-readiness due to participation in the four year program. In addition to benefits derived from the financial aid package, scholars have reported that the interactions with like-minded peers helped them achieve success in their 
undergraduate career at NC State University."
12075,Morales 2017,The role of customized mentoring in a successful STEM scholarship program for underrepresented groups,Morales,2017,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,0,0,0,0,0,NA,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,No,0,0,0,2,1,1,1,1,0,0,0,NA,0,Cross-sectional only focused on program,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"In summary, as depicted by the testimonials, the results of assessing the peer mentoring, undergraduate research output, and post-graduation placement, our NSF STEM program, coupled with well-designed support services, helps students successfully complete their undergraduate studies and secure a bright future for themselves.
The NSF STEM Scholarship Program continues to be a big draw for this university, as the 
Director of Admissions reports an increase of engineering and science applications."
12100,Jefferson 2013,Transfer student transition: Lessons learned,Jefferson,2013,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,No,1,0,1,0,0,1,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Since career planning is an integral component of the cohort 
experience, assessment will also examine the role of student participation in undergraduate 
research, internships, and co-op experiences to determine the effect on retention."
12102,Hooshangi 2015,Self-regulated learning in transfer students: A case study of non-traditional students,Hooshangi,2015,Conference paper/proceeding,Research/evaluation,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,0,0,1,0,0,0,0,1,Intergrated Information Science and Technology,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,No,0,0,0,1,1,1,0,0,0,1,0,NA,0,Descriptive,we examined the academic development of a cohort of nontraditional students as they transferred to an elite fouryear institution from local community colleges,"Transfer Student - Descriptive, Motivation, STEM Aptitude",Quantitative,0,1,0,0,0,0,,Self-Regulation Theory,0,0,0,0,0,0,1,0,0,0," A better understanding of their background and motivation goals might allow us to identify indicators that could allow 
us to approach such situations early on. By providing just-in time support and additional resources we might be able to help such students remain in the program. A further analysis of barriers and obstacles that students face could also be taken into consideration to better serve the students.

Throughout this preliminary study, we have found that 
non-traditional students have unique characteristics, goal 
orientations and motivation levels that should be taken into 
consideration."
12173,Bradley 2021,Results of the First Six Years of a 2+2 Online BS Industrial Engineering Degree Pathway,Bradley,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,1,1,1,0,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,Yes,1,0,0,0,0,0,1,1,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Future research will need to examine the experience of multiple community colleges and universities to determine the effectiveness of 2+2 online pathway
12174,Kandiah 2017,Recruitment and retention: Summer transportation institute for secondary school students,Kandiah,2017,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,1,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,No,0,1,0,0,0,0,0,0,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"More than anything, this program helps the students to be recruited in a program where they are continuously supported academically, morally and most of the time, financially. 
The authors want to thank the sponsors, especially ODOT and FHWA for their continuing
support for the STI program that tremendously make all parties -the transportation industry,
government, students and the university- win at the end"
12178,Kandiah 2019,"Work in progress: First year seminar course, a stepping-stone course to strengthen the engineering programs in a minority institution",Kandiah,2019,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,1,"environmental engineering, water resource management",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,No,0,0,0,1,1,0,0,1,0,0,0,NA,0,Descriptive,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,The objective of the assessment is to verify if students have benefitted from the supplemental information such as presentations and additional lecture topics that were provided to the students by the authors.
12192,Ferguson 2015,"Scholarship program initiative via recruitment, innovation, and transformation",Ferguson,2015,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,1,1,0,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,No,1,0,1,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The scholar selection process was labor intensive, but the program attracted and initiated an academically strong and diverse group of students."
12196,Yanik 2016,Sources of anxiety among engineering students: Assessment and mitigation,Yanik,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,1,1,0,0,1,1,"Electrical Engineering, Mechanical Engineering, Mechanical Engineering Technology, Electrical and Computer Engineering Technology",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,1,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"It is noted that the sample group for this study is small. Further, since the student cohort that participated in this study was of high academic merit, there is no evidence that these results would generalize to all students, regardless of academic standing. Further research would be  needed to verify the strength and extensibility of the observations from this study.
 Future work 
would involve a comparison between students in the scholar cohort and those in the general 
population of the host department."
12198,Carter 2022,Using a Student Success Coach to Improve Success for Full and Part-Time Students in STEM,Carter,2022,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,0,1,1,0,1,chemistry,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,Yes,0,0,1,0,1,0,1,1,0,0,0,NA,0,Descriptive,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"By expanding our financial aid and Success Coach support to simultaneous serve both full and part-time students, we can not only support this relatedly unique population but fully document the results."
12214,Salzman 2020,Student relationships: A social network analysis,Salzman,2020,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,1,1,1,1,1,1,"Mechanical, Civil, Electrical, Materials Science Engineering",1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,Yes,0,0,0,0,1,0,1,0,1,0,0,NA,0,Descriptive,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The social network analyses in the above sections indicate that the summer bridge and transition
program supports continued connections between the participants, especially when those
connections are supported through an ongoing NSF-supported program that includes a course
and a staff member charged with mentoring the students"
